Account_Id,Trans_Id,Age,Followers,NAME_CONTRACT_TYPE,GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,Label
10.42.0.42-61.135.185.139-58133-80-6,108790,41,400,Cash loans,M,180000,675000,21906,675000,State servant,Single / not married,1
184.169.166.225-10.42.0.211-443-58270-6,108791,40,750,Revolving loans,F,180000,540000,27000,540000,Working,Married,0
172.217.10.4-10.42.0.211-443-48519-6,108792,54,400,Cash loans,F,130500,1006920,46660.5,900000,Working,Widow,1
183.79.215.140-10.42.0.42-443-46587-6,108793,32,1090,Cash loans,M,112500,481495.5,36130.5,454500,Working,Widow,1
203.205.158.53-10.42.0.151-80-52191-6,108794,58,400,Cash loans,F,90000,225000,10944,225000,Working,Married,1
172.217.3.99-10.42.0.211-443-41524-6,108795,31,500,Cash loans,F,112500,801306,42691.5,742500,Working,Married,0
10.42.0.211-36.51.254.232-47494-443-6,108796,30,600,Revolving loans,F,135000,270000,13500,270000,Working,Separated,1
10.42.0.211-64.71.142.110-41778-443-6,108797,56,400,Cash loans,F,162000,1078200,31653,900000,Working,Single / not married,1
10.42.0.211-123.125.29.220-47541-80-6,108798,27,400,Cash loans,M,180000,1293502.5,41854.5,1129500,Working,Married,1
10.42.0.211-23.206.166.66-59734-80-6,108799,30,500,Cash loans,F,157500,592560,25236,450000,Working,Married,0
10.42.0.211-64.71.142.124-35762-80-6,108800,36,1000,Cash loans,M,115200,468733.5,30649.5,387000,Working,Civil marriage,1
10.42.0.211-10.42.0.1-13533-53-17,108803,50,850,Cash loans,F,45000,473661,23166,333000,Working,Married,0
216.58.212.131-10.42.0.42-443-43403-6,108804,34,400,Cash loans,M,225000,886500,26050.5,886500,Pensioner,Married,1
10.42.0.151-119.146.74.33-50175-443-6,108805,25,400,Cash loans,F,135000,616500,22144.5,616500,Pensioner,Married,0
209.10.120.26-10.42.0.211-80-41995-6,108806,28,400,Cash loans,M,247500,760225.5,38947.5,679500,Working,Married,1
172.217.11.42-10.42.0.211-443-35591-6,108807,35,500,Cash loans,M,99000,545040,25537.5,450000,Working,Single / not married,0
10.42.0.151-91.190.219.43-33598-12350-6,108808,31,400,Cash loans,M,135000,723996,30802.5,585000,Working,Married,1
10.42.0.42-107.22.224.100-39826-443-6,108809,42,500,Revolving loans,M,202500,585000,29250,585000,Working,Married,1
10.42.0.151-64.71.142.124-39931-80-6,108812,29,400,Revolving loans,F,135000,180000,9000,180000,Working,Married,1
10.42.0.1-10.42.0.42-53-41035-17,108815,25,400,Cash loans,F,112500,888439.5,32040,688500,Working,Married,1
192.229.173.173-10.42.0.211-443-46017-6,108816,39,500,Cash loans,F,90000,662026.5,23908.5,571500,Commercial associate,Married,0
216.58.212.131-10.42.0.151-443-48346-17,108817,35,400,Cash loans,F,202500,582768,34204.5,540000,State servant,Married,1
172.217.10.78-10.42.0.151-443-44694-6,108818,33,400,Cash loans,F,130500,922266,47218.5,810000,Commercial associate,Married,0
10.42.0.211-66.198.24.240-53428-80-6,108819,43,400,Cash loans,M,360000,369720,29340,292500,Commercial associate,Married,1
192.229.173.173-10.42.0.42-443-60409-6,108820,26,400,Cash loans,F,202500,951538.5,37737,850500,Commercial associate,Married,1
202.77.129.185-10.42.0.211-80-37333-6,108821,49,2270,Cash loans,F,202500,412614,32598,364500,Commercial associate,Civil marriage,1
10.42.0.1-10.42.0.42-53-19504-17,108822,49,500,Cash loans,F,135000,163201.5,11736,148500,Working,Married,1
10.42.0.211-66.198.24.225-58095-443-6,108823,60,400,Cash loans,F,135000,1190340,63549,1125000,Working,Married,1
175.100.207.206-10.42.0.211-80-46327-6,108824,24,400,Cash loans,F,171000,1078200,31653,900000,Working,Married,1
10.42.0.1-10.42.0.42-53-25470-17,108827,38,2220,Cash loans,F,117000,450000,16965,450000,Working,Civil marriage,1
172.217.10.3-10.42.0.42-80-56734-6,108828,33,400,Cash loans,F,112500,239850,25186.5,225000,Working,Married,1
172.217.12.142-10.42.0.151-443-51313-17,108829,37,400,Cash loans,F,112500,1102500,29695.5,1102500,Pensioner,Widow,1
10.42.0.211-69.147.89.215-58290-443-6,108831,40,400,Cash loans,F,126000,392427,22657.5,324000,Commercial associate,Civil marriage,0
172.217.8.3-10.42.0.151-443-54365-6,108832,28,500,Cash loans,F,225000,199080,11556,157500,Working,Single / not married,1
10.42.0.211-52.216.32.144-42681-443-6,108833,29,1000,Cash loans,M,103500,225000,12577.5,225000,Commercial associate,Married,0
10.42.0.211-116.211.111.239-47192-80-6,108835,39,500,Cash loans,M,180000,481320,13923,315000,Commercial associate,Married,1
182.22.25.252-10.42.0.42-443-54535-6,108836,30,400,Cash loans,F,99000,1546020,42642,1350000,Pensioner,Married,1
172.217.6.206-10.42.0.151-443-36065-6,108837,34,1190,Cash loans,F,90000,697500,22500,697500,Working,Married,1
10.42.0.151-104.244.43.99-50124-443-6,108838,32,3570,Cash loans,F,157500,684000,20128.5,684000,Commercial associate,Separated,1
172.217.11.10-10.42.0.211-443-57344-6,108839,30,2138,Cash loans,M,180000,1082214,31639.5,945000,Commercial associate,Separated,1
219.142.78.162-10.42.0.211-443-51912-6,108840,39,850,Cash loans,F,90000,854352,27688.5,612000,Pensioner,Married,1
10.42.0.211-10.42.0.1-41634-53-17,108841,46,1620,Revolving loans,F,112500,337500,16875,337500,Working,Married,1
10.42.0.211-104.192.110.245-59655-443-6,108842,39,1157,Cash loans,F,180000,1275921,37435.5,999000,State servant,Married,0
10.42.0.1-10.42.0.42-53-12183-17,108843,23,4340,Cash loans,M,135000,1042560,34587,900000,Working,Married,1
10.42.0.151-10.42.0.1-16035-53-17,108844,37,1100,Cash loans,F,153999,473760,43839,450000,Working,Married,1
209.10.120.26-10.42.0.211-80-51538-6,108845,38,2010,Cash loans,M,135000,835605,27085.5,697500,Pensioner,Married,1
203.130.53.126-10.42.0.42-80-50847-6,108846,28,1780,Cash loans,F,310500,239850,25830,225000,Pensioner,Single / not married,1
10.42.0.151-64.71.142.120-33748-80-6,108847,41,1975,Cash loans,M,130050,81000,4324.5,81000,Working,Civil marriage,1
180.163.15.184-10.42.0.211-80-54011-6,108848,29,-312,Cash loans,F,211500,545040,26509.5,450000,Working,Married,1
172.217.10.10-10.42.0.151-443-57370-6,108849,35,400,Cash loans,M,225000,352044,17253,247500,Commercial associate,Married,0
10.42.0.151-68.67.178.230-54318-443-6,108850,35,-1815,Revolving loans,F,225000,675000,33750,675000,Working,Married,1
10.42.0.151-23.205.18.73-41691-443-6,108851,32,500,Cash loans,F,252000,896157,34132.5,801000,Working,Married,1
10.42.0.211-10.42.0.1-1158-53-17,108853,50,5380,Cash loans,F,112500,364500,13869,364500,Working,Married,1
205.185.216.10-10.42.0.42-80-54348-6,108854,41,2120,Cash loans,M,103500,450000,35554.5,450000,Pensioner,Married,0
10.42.0.151-104.192.110.245-41181-80-6,108855,29,1640,Cash loans,F,108000,490495.5,30136.5,454500,Working,Single / not married,1
172.217.10.66-10.42.0.211-443-45807-6,108856,42,-339,Cash loans,M,126000,314100,11767.5,225000,Working,Married,1
205.185.216.10-10.42.0.211-80-54589-6,108857,50,1590,Cash loans,F,87750,770913,24867,643500,Working,Married,0
10.42.0.211-119.146.74.33-51074-443-6,108858,39,-400,Cash loans,M,315000,906615,29592,688500,Working,Married,1
10.42.0.42-54.148.139.215-34344-443-6,108859,39,-993,Cash loans,M,121500,545040,26509.5,450000,Working,Married,0
10.42.0.151-10.42.0.1-24761-53-17,108860,30,-400,Cash loans,M,76500,508495.5,24592.5,454500,Commercial associate,Single / not married,1
172.217.12.163-10.42.0.151-443-54860-6,108861,47,-990,Cash loans,F,45000,168102,15844.5,148500,Pensioner,Married,1
192.229.173.173-10.42.0.211-80-53901-6,108862,35,1390,Cash loans,F,180000,675000,38880,675000,Pensioner,Married,0
157.240.2.25-10.42.0.211-443-33399-6,108863,29,7040,Cash loans,F,126000,324216,21793.5,256500,Working,Married,1
172.217.9.234-10.42.0.42-443-44846-6,108864,34,1090,Cash loans,F,135000,675000,24799.5,675000,Working,Married,1
10.42.0.42-23.192.4.224-34397-80-6,108865,26,400,Cash loans,F,67500,67500,6673.5,67500,State servant,Married,1
172.217.10.46-10.42.0.151-443-47892-6,108866,27,3060,Cash loans,M,202500,728460,46683,675000,Working,Married,1
10.42.0.211-104.97.95.172-59653-80-6,108867,30,1908,Cash loans,F,630000,1418868,72076.5,1354500,Commercial associate,Married,0
172.217.12.170-10.42.0.211-443-59121-6,108868,29,400,Cash loans,M,202500,675000,32602.5,675000,State servant,Single / not married,1
172.217.11.14-10.42.0.151-443-36039-6,108869,40,1290,Revolving loans,F,90000,270000,13500,270000,Pensioner,Married,1
10.42.0.151-98.139.183.24-52833-80-6,108870,55,1590,Cash loans,F,211500,1125000,32895,1125000,Commercial associate,Married,1
8.0.6.4-8.6.0.1-0-0-0,108871,40,1460,Revolving loans,F,94500,225000,11250,225000,Pensioner,Civil marriage,0
175.100.207.233-10.42.0.151-443-52786-6,108872,46,1640,Cash loans,F,72000,697500,29682,697500,Working,Married,0
10.42.0.42-66.102.255.61-47334-443-6,108873,37,600,Cash loans,M,157500,132768,6516,90000,Working,Married,1
10.42.0.211-10.42.0.1-17412-53-17,108874,41,1640,Cash loans,M,99000,284400,13963.5,225000,Working,Single / not married,0
10.42.0.151-10.42.0.1-4439-53-17,108875,32,400,Cash loans,M,180000,1078200,31653,900000,Working,Married,1
222.73.28.96-10.42.0.211-80-48018-6,108876,27,1775,Revolving loans,M,238500,180000,9000,180000,State servant,Married,1
10.42.0.211-66.102.255.50-35280-80-6,108877,23,50,Cash loans,M,193500,339948,36612,315000,Working,Married,1
10.42.0.151-65.52.108.74-46910-443-6,108878,27,640,Cash loans,M,180000,78192,8842.5,67500,Working,Single / not married,1
10.42.0.151-72.21.206.121-40466-443-6,108879,37,1060,Cash loans,F,112500,143910,14148,135000,Pensioner,Widow,1
203.205.158.61-10.42.0.42-80-46345-6,108880,27,500,Cash loans,F,225000,943425,27715.5,787500,Commercial associate,Married,1
10.42.0.151-101.226.103.112-34763-80-6,108881,25,57,Cash loans,F,67500,49752,6034.5,45000,Commercial associate,Civil marriage,1
172.217.10.238-10.42.0.151-443-45372-6,108882,41,1380,Cash loans,F,157500,640080,24259.5,450000,Commercial associate,Married,1
172.217.10.78-10.42.0.151-443-52911-6,108883,22,400,Cash loans,F,450000,224149.5,23535,193500,Commercial associate,Married,1
216.58.219.200-10.42.0.42-443-38864-6,108884,54,1240,Cash loans,F,405000,1762110,67248,1575000,Commercial associate,Widow,1
182.22.24.124-10.42.0.211-443-45717-6,108885,29,900,Cash loans,F,180000,1024740,52452,900000,Working,Separated,1
172.217.10.4-10.42.0.151-443-49536-6,108886,38,400,Cash loans,M,121500,225000,17775,225000,Working,Civil marriage,0
10.42.0.151-23.194.141.104-37359-443-6,108888,33,770,Cash loans,F,112500,630000,18184.5,630000,Commercial associate,Married,1
10.42.0.211-104.192.110.245-33717-80-6,108889,29,500,Cash loans,F,85500,315000,16213.5,315000,Commercial associate,Married,1
172.217.11.3-10.42.0.211-443-40754-6,108890,32,4710,Cash loans,F,67500,450000,16965,450000,Working,Married,1
172.217.6.238-10.42.0.151-443-41637-6,108891,38,1856,Cash loans,M,148500,99000,5814,99000,Working,Married,1
10.42.0.211-72.21.207.148-33389-443-6,108892,32,500,Cash loans,M,67500,659610,21406.5,472500,Working,Married,0
169.45.248.108-10.42.0.151-5222-55041-6,108893,38,400,Cash loans,F,135000,900000,29164.5,900000,Working,Married,0
10.42.0.211-66.231.239.124-34823-80-6,108894,36,1960,Cash loans,F,117000,604413,21838.5,459000,Working,Married,1
10.42.0.211-66.198.24.253-44750-80-6,108895,29,930,Cash loans,M,56250,225000,12694.5,225000,Pensioner,Married,1
10.42.0.151-10.42.0.1-2199-53-17,108896,45,1080,Cash loans,F,135000,679500,52713,679500,Working,Married,1
172.217.10.67-10.42.0.42-443-60135-6,108897,37,500,Cash loans,F,112500,630000,26689.5,630000,Working,Separated,0
219.142.78.162-10.42.0.42-80-60070-6,108898,50,400,Cash loans,M,405000,900000,94639.5,900000,Working,Married,1
10.42.0.151-10.42.0.1-57610-53-17,108899,29,400,Cash loans,F,166500,593010,19260,495000,Working,Married,0
10.42.0.1-10.42.0.42-53-56085-17,108900,30,2776,Cash loans,F,135000,1723500,43542,1723500,State servant,Single / not married,1
10.42.0.151-121.12.98.63-48558-80-6,108902,31,-985,Cash loans,F,180000,1288350,37800,1125000,Working,Separated,1
202.77.129.150-10.42.0.42-80-36066-6,108903,36,400,Cash loans,F,103500,630000,16618.5,630000,Pensioner,Married,0
220.243.219.55-10.42.0.42-80-37180-6,108904,26,2306,Revolving loans,M,81000,180000,9000,180000,Working,Civil marriage,1
10.42.0.211-10.42.0.1-34188-53-17,108905,30,1140,Cash loans,M,225000,526491,23319,454500,Commercial associate,Married,0
205.185.216.42-10.42.0.211-80-33404-6,108906,39,1157,Cash loans,M,382500,2925000,73944,2925000,Commercial associate,Civil marriage,1
172.217.3.99-10.42.0.42-443-56186-6,108907,57,1090,Cash loans,M,135000,207306,11376,148500,Pensioner,Civil marriage,1
10.42.0.151-10.42.0.1-64288-53-17,108909,33,-1590,Cash loans,F,225000,1078200,31653,900000,Working,Civil marriage,1
10.42.0.42-64.71.142.95-50107-80-6,108911,37,1680,Cash loans,F,135000,521280,31630.5,450000,Working,Married,0
10.42.0.42-104.244.43.163-43373-443-6,108912,31,1640,Cash loans,M,90000,184500,12460.5,184500,Working,Married,0
172.217.10.142-10.42.0.151-443-57046-6,108913,46,400,Revolving loans,M,180000,450000,22500,,Working,Single / not married,0
192.229.173.173-10.42.0.211-80-34762-6,108914,31,1590,Cash loans,F,94500,220500,8977.5,220500,Working,Single / not married,1
10.42.0.211-31.13.71.36-49297-443-6,108915,36,250,Cash loans,F,202500,1350000,53541,1350000,Working,Widow,1
172.217.10.14-10.42.0.151-443-42836-6,108916,35,3825,Cash loans,F,121500,472500,15241.5,472500,Working,Married,1
10.42.0.151-42.236.126.162-44414-80-6,108917,29,1090,Cash loans,F,225000,640764,20799,459000,Working,Married,0
198.11.136.24-10.42.0.211-443-52591-6,108918,39,1380,Cash loans,F,135000,781920,25969.5,675000,State servant,Civil marriage,1
10.42.0.42-23.217.155.120-47349-80-6,108919,35,500,Cash loans,F,112500,1484793,61407,1386000,Pensioner,Married,1
10.42.0.42-58.220.11.230-45789-80-6,108921,30,50,Cash loans,F,382500,877500,34281,877500,Commercial associate,Married,1
10.42.0.211-104.192.108.27-53860-80-6,108923,39,500,Cash loans,M,180000,382500,25560,382500,Working,Married,1
172.217.3.36-10.42.0.211-443-58058-6,108924,30,2460,Cash loans,F,103500,770913,22540.5,643500,Pensioner,Married,1
10.42.0.151-31.13.80.5-50112-443-6,108925,30,500,Cash loans,F,67500,942300,34749,675000,Working,Married,1
10.42.0.151-10.42.0.1-11117-53-17,108926,28,4422,Cash loans,F,112500,566055,16222.5,472500,Pensioner,Married,1
192.229.173.173-10.42.0.211-443-58669-6,108927,49,400,Cash loans,M,67500,106974,10548,94500,Working,Married,1
10.42.0.42-104.192.110.245-39438-80-6,108928,30,15587,Cash loans,F,180000,911079,26239.5,760500,Commercial associate,Single / not married,1
224.0.0.251-10.42.0.1-5353-5353-17,108931,57,400,Cash loans,F,121500,1293502.5,35698.5,1129500,Pensioner,Married,1
239.255.255.250-10.42.0.1-1900-51163-17,108932,32,400,Cash loans,F,126000,900000,26316,900000,Working,Married,1
10.42.0.211-52.0.93.246-45775-443-6,108933,29,1910,Cash loans,F,112500,679500,45724.5,679500,Working,Married,1
10.42.0.211-10.42.0.1-32370-53-17,108934,43,1127,Cash loans,F,180000,733176,27063,612000,Working,Separated,1
10.42.0.211-31.13.80.5-57399-443-6,108935,31,1000,Cash loans,F,90000,76500,7582.5,76500,Pensioner,Single / not married,1
169.45.210.68-10.42.0.151-443-48533-6,108936,24,1640,Cash loans,F,243000,299772,20160,247500,Commercial associate,Civil marriage,1
172.217.2.174-10.42.0.151-443-46738-6,108939,31,1090,Cash loans,F,220500,948816,27873,792000,Working,Civil marriage,1
10.42.0.151-10.42.0.1-20743-53-17,108940,30,1280,Cash loans,F,72000,225000,16371,225000,Working,Married,0
10.42.0.211-10.42.0.1-16263-53-17,108941,38,1640,Cash loans,F,301500,545040,26640,450000,Commercial associate,Single / not married,1
174.35.73.107-10.42.0.211-80-50071-6,108942,30,1040,Cash loans,M,193500,816660,23535,585000,Commercial associate,Separated,1
10.42.0.211-10.42.0.1-5457-53-17,108944,35,500,Cash loans,F,180000,900000,26446.5,900000,Pensioner,Single / not married,1
206.126.112.140-10.42.0.211-443-41435-6,108945,48,400,Cash loans,F,112500,770292,32764.5,688500,Pensioner,Married,0
182.22.25.124-10.42.0.151-80-38536-6,108946,42,433,Cash loans,F,180000,247275,19417.5,225000,Commercial associate,Married,1
10.42.0.1-10.42.0.42-53-53782-17,108947,38,1540,Cash loans,F,90000,450000,20979,450000,Working,Married,1
10.42.0.42-31.13.80.5-35137-443-6,108949,27,-400,Cash loans,M,270000,1260000,33237,1260000,Pensioner,Married,0
182.22.67.103-10.42.0.211-443-41835-6,108950,42,1190,Cash loans,F,135000,781920,43789.5,675000,State servant,Married,0
172.217.10.42-10.42.0.151-443-50352-6,108951,30,9290,Cash loans,M,225000,314100,21375,225000,Working,Single / not married,1
10.42.0.211-10.42.0.1-41064-53-17,108952,34,400,Cash loans,F,90000,1125000,35455.5,1125000,Pensioner,Married,1
10.42.0.151-104.192.110.245-49042-443-6,108954,35,550,Cash loans,F,126000,640080,31261.5,450000,Working,Single / not married,1
10.42.0.151-23.199.25.36-48977-80-6,108955,26,2450,Revolving loans,M,180000,180000,9000,180000,Working,Married,1
172.217.10.10-10.42.0.42-443-60262-6,108957,35,400,Revolving loans,F,225000,450000,22500,450000,Working,Married,1
172.217.10.14-10.42.0.211-443-35023-6,108958,31,250,Cash loans,F,67500,281493,11925,243000,Pensioner,Widow,0
172.217.10.99-10.42.0.42-443-35183-6,108959,34,850,Cash loans,M,225000,225000,24363,225000,Commercial associate,Single / not married,1
202.77.129.230-10.42.0.211-80-57366-6,108960,24,1000,Cash loans,F,216000,225000,12334.5,225000,Commercial associate,Married,1
10.42.0.42-66.231.239.95-54587-443-6,108961,27,1040,Cash loans,F,108000,916470,26928,765000,Pensioner,Married,0
10.42.0.211-104.97.95.172-39571-80-6,108962,33,2650,Cash loans,F,121500,824823,29353.5,688500,Commercial associate,Married,1
10.42.0.151-54.239.17.112-46717-443-6,108963,43,400,Revolving loans,F,270000,1350000,67500,1350000,Pensioner,Married,1
172.217.6.234-10.42.0.211-443-50395-6,108964,35,1280,Cash loans,F,81000,337500,11097,337500,Working,Married,1
180.149.136.194-10.42.0.211-443-35864-6,108966,30,0,Cash loans,M,315000,720000,25636.5,720000,Working,Single / not married,0
202.77.129.146-10.42.0.211-80-52225-6,108967,31,500,Cash loans,M,180000,746280,54436.5,675000,Working,Married,0
10.42.0.211-64.71.142.120-55480-443-6,108968,28,400,Revolving loans,F,225000,180000,9000,180000,Working,Married,1
198.11.190.8-10.42.0.42-443-51821-6,108969,32,3629,Cash loans,F,90000,900000,26316,900000,Working,Married,1
10.42.0.42-123.125.29.220-57821-80-6,108970,48,400,Cash loans,F,270000,1185120,42696,900000,Commercial associate,Widow,1
172.217.10.4-10.42.0.211-443-47949-6,108971,36,500,Cash loans,M,540000,497520,52920,450000,Working,Married,1
172.217.3.106-10.42.0.151-443-34023-6,108972,27,1390,Cash loans,M,135000,654498,27859.5,585000,Commercial associate,Married,1
10.42.0.211-10.42.0.1-42820-53-17,108973,34,400,Cash loans,F,90000,495000,50719.5,495000,Commercial associate,Married,0
172.217.12.202-10.42.0.42-443-37751-6,108974,31,1152,Cash loans,M,157500,450000,30204,450000,Working,Civil marriage,1
10.42.0.211-64.71.142.124-41094-80-6,108975,35,1090,Cash loans,F,234000,837000,33192,837000,State servant,Married,0
183.79.248.124-10.42.0.211-443-40412-6,108976,32,1390,Cash loans,F,225000,1223010,51948,1125000,Commercial associate,Married,1
10.42.0.211-104.244.43.3-40767-443-6,108977,28,400,Cash loans,M,144000,755190,52690.5,675000,Commercial associate,Married,1
157.55.56.174-10.42.0.211-40022-60774-17,108978,35,1390,Cash loans,F,135000,942300,30528,675000,Commercial associate,Separated,0
192.229.163.180-10.42.0.42-443-36581-6,108979,43,750,Cash loans,F,360000,1193580,34897.5,855000,Commercial associate,Married,1
10.42.0.151-31.13.71.37-39032-443-6,108980,32,750,Cash loans,F,94500,900000,29875.5,900000,Working,Married,0
10.42.0.151-10.42.0.1-10830-53-17,108981,28,500,Cash loans,M,72000,808650,26217,675000,Pensioner,Civil marriage,0
183.79.17.107-10.42.0.211-443-58468-6,108982,36,400,Cash loans,M,112500,292500,11268,292500,Working,Married,0
192.229.173.173-10.42.0.42-80-51441-6,108983,34,750,Cash loans,F,216630,469152,17869.5,405000,Commercial associate,Married,1
10.42.0.151-10.42.0.1-25021-53-17,108984,35,500,Cash loans,F,67500,126000,5467.5,126000,Pensioner,Married,1
10.42.0.151-52.197.242.223-35496-443-6,108988,49,500,Cash loans,M,225000,474048,24948,360000,State servant,Married,1
172.217.11.14-10.42.0.151-443-54811-6,108989,59,400,Cash loans,M,67500,269550,14751,225000,Pensioner,Single / not married,1
172.217.6.206-10.42.0.151-443-56480-6,108992,29,1190,Cash loans,F,135000,225000,23872.5,225000,Working,Civil marriage,0
239.255.255.250-10.42.0.1-1900-39259-17,108994,36,1000,Cash loans,F,270000,216000,13342.5,216000,Pensioner,Married,0
10.42.0.151-10.42.0.1-55428-53-17,108995,42,400,Cash loans,F,67500,781920,34573.5,675000,Pensioner,Married,0
10.42.0.211-52.84.26.207-34871-443-6,108996,32,400,Cash loans,F,157500,417024,20191.5,360000,Commercial associate,Married,1
10.42.0.211-119.146.74.33-54525-443-6,108997,42,500,Cash loans,F,67500,249606,16807.5,220500,Working,Married,0
10.42.0.211-121.12.98.64-40877-80-6,108998,36,1090,Cash loans,F,54000,342000,9535.5,342000,Working,Separated,0
10.42.0.211-111.1.17.152-36076-8077-6,108999,47,1090,Revolving loans,F,45000,202500,10125,202500,Working,Married,1
239.255.255.250-10.42.0.1-1900-35000-17,109002,36,500,Cash loans,F,135000,545040,25407,450000,Working,Married,1
10.42.0.211-10.42.0.1-26573-53-17,109003,44,400,Cash loans,M,216000,776304,30208.5,648000,Working,Married,0
172.217.10.74-10.42.0.42-443-33357-6,109004,31,400,Cash loans,F,157500,263686.5,25816.5,238500,State servant,Single / not married,0
10.42.0.211-123.59.190.237-42950-80-6,109005,30,400,Cash loans,M,157500,1535715,45031.5,1341000,Working,Married,1
10.42.0.211-10.42.0.1-11065-53-17,109006,34,400,Cash loans,M,315000,886500,31536,886500,Working,Married,0
10.42.0.211-10.42.0.1-10950-53-17,109007,39,400,Cash loans,M,157500,1078200,38331,900000,Working,Married,0
10.42.0.151-10.42.0.1-16912-53-17,109008,27,400,Cash loans,M,315000,1078200,38331,900000,Working,Married,0
10.42.0.151-23.206.173.182-52796-80-6,109009,43,500,Cash loans,M,180000,254700,17149.5,225000,Pensioner,Married,0
172.217.5.228-10.42.0.151-443-45576-6,109010,29,400,Cash loans,M,252000,490495.5,26262,454500,Commercial associate,Married,0
10.42.0.151-31.13.80.5-35891-443-6,109011,45,400,Cash loans,M,124141.5,135000,12622.5,135000,Commercial associate,Married,0
172.217.3.110-10.42.0.151-443-57757-6,109013,36,850,Cash loans,F,175500,1233000,34038,1233000,Working,Married,0
10.42.0.151-52.84.136.83-53162-443-6,109016,32,400,Revolving loans,F,117990,247500,12375,247500,State servant,Single / not married,1
10.42.0.151-10.42.0.1-20191-53-17,109017,41,400,Cash loans,M,180000,270000,13783.5,270000,Working,Married,0
172.217.12.206-10.42.0.151-443-41861-6,109018,41,1349,Cash loans,F,90000,284400,10215,225000,Pensioner,Married,1
10.42.0.211-10.42.0.1-38574-53-17,109019,34,500,Cash loans,F,270000,314055,17167.5,238500,Working,Married,0
10.42.0.211-119.146.74.34-50815-80-6,109020,36,500,Cash loans,M,126000,63000,4207.5,63000,Commercial associate,Married,0
172.217.10.106-10.42.0.151-443-43987-6,109022,37,500,Cash loans,M,126000,900000,29034,900000,Working,Separated,1
10.42.0.42-42.236.125.112-48504-80-6,109023,45,1270,Cash loans,M,76500,472500,22860,472500,Working,Civil marriage,1
172.217.10.142-10.42.0.211-80-45862-6,109024,27,400,Cash loans,M,135000,99000,9922.5,99000,Working,Married,1
10.42.0.211-103.235.46.39-45084-80-6,109025,40,400,Cash loans,F,360000,1481701.5,49099.5,1327500,Commercial associate,Married,1
10.42.0.211-10.42.0.1-1573-53-17,109026,37,400,Cash loans,M,90000,177903,12780,148500,Working,Married,1
202.77.129.150-10.42.0.151-80-51604-6,109027,24,2160,Cash loans,M,193500,1574532,62572.5,1350000,Commercial associate,Married,0
10.42.0.211-23.206.166.62-39757-80-6,109028,31,500,Cash loans,F,189000,185314.5,13612.5,153000,State servant,Married,0
157.240.2.35-10.42.0.151-443-34084-6,109029,36,620,Cash loans,M,135000,608076,28476,427500,Working,Married,1
10.42.0.1-10.42.0.42-53-8695-17,109030,34,400,Cash loans,F,157500,1125000,33025.5,1125000,Pensioner,Married,0
10.42.0.211-66.198.24.240-37370-443-6,109031,42,400,Cash loans,F,135000,1494486,43695,1305000,Working,Married,0
169.45.248.103-10.42.0.211-5222-40622-6,109032,34,400,Cash loans,M,234000,1039500,30523.5,1039500,Working,Married,0
10.42.0.211-10.42.0.1-64946-53-17,109033,35,400,Cash loans,F,157500,450000,22977,450000,Commercial associate,Married,1
172.217.3.106-10.42.0.211-443-59024-6,109034,38,400,Cash loans,M,270000,1200744,35239.5,1048500,Pensioner,Single / not married,0
172.217.12.174-10.42.0.151-443-41626-6,109035,31,500,Cash loans,F,99000,675000,19867.5,675000,Pensioner,Married,1
10.42.0.211-103.235.46.39-57445-80-6,109036,47,500,Cash loans,F,45000,755190,33394.5,675000,Commercial associate,Married,1
10.42.0.42-106.11.92.16-47761-443-6,109038,38,400,Revolving loans,F,94500,180000,9000,180000,Working,Single / not married,1
10.42.0.211-54.192.37.200-50644-443-6,109039,31,400,Revolving loans,F,90000,202500,10125,202500,Working,Married,1
209.10.120.26-10.42.0.211-80-46992-6,109040,28,400,Cash loans,M,157500,180000,17932.5,180000,Working,Married,1
172.217.10.78-10.42.0.151-443-37791-6,109041,36,750,Cash loans,M,157500,285723,24651,238500,Working,Civil marriage,0
172.217.12.206-10.42.0.211-443-59335-6,109043,49,400,Cash loans,M,72000,808650,26217,675000,Pensioner,Married,0
10.42.0.151-52.84.134.181-54926-443-6,109045,30,400,Cash loans,F,135000,126000,15678,126000,Commercial associate,Married,0
172.217.7.163-10.42.0.151-443-51808-6,109047,35,3030,Cash loans,F,135000,945000,40036.5,945000,Pensioner,Married,0
172.217.9.227-10.42.0.151-443-44360-6,109048,33,400,Cash loans,F,337500,1071909,31473,936000,Commercial associate,Separated,0
172.217.5.228-10.42.0.151-443-46969-6,109049,32,400,Cash loans,F,135000,691020,19935,495000,State servant,Single / not married,1
172.217.10.42-10.42.0.211-443-59108-6,109050,33,400,Cash loans,F,58500,781920,25969.5,675000,Pensioner,Widow,0
172.217.3.99-10.42.0.211-443-51370-6,109051,29,400,Cash loans,M,112500,584766,28260,472500,Commercial associate,Married,1
10.42.0.211-10.42.0.1-18027-53-17,109052,28,400,Cash loans,F,292500,675000,24246,675000,Commercial associate,Single / not married,1
10.42.0.211-10.42.0.1-11217-53-17,109053,33,500,Cash loans,F,76500,729792,26343,630000,Working,Single / not married,0
